material_id	material	brand_owner_id	brand_owner	brand_id	brand	subbrand_id	subbrand	subgroup_id	subgroup	pack_type_id	pact_type	pack_size_id	pack_size	pack_empty_id	pack_empty	category_id	category	line_id	line	subline_id	subline	product_id	product
40360	TUBORG 24 lattina 33cl x 4	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0006	CAN	0072	CL  33	160	Vap	200	BIRRA	222	BIRRA CONF. CI	220	BIRRA TUBORG CF	0052	DANESI
40407	TUBORG Profile bt 66cl x6 POC	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0003	VAP	0016	CL  66	160	Vap	200	BIRRA	222	BIRRA CONF. CI	220	BIRRA TUBORG CF	0052	DANESI
40662	IL BARDO DILETTO fusto 25L	0440	CARLSBERG	0144	IL BARDO	0937	DILETTO	0348	UVAGGIO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
B002A	BAP 5 Luppoli Bock Chiara 24 bt 33clx3	0440	CARLSBERG	1077	BAP	1045	BAP 5	9003	CI-SPECIALTIES	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B0033	IL BARDO VERDUZZO FUSTO 25L	0440	CARLSBERG	0144	IL BARDO	0644	VERDUZZO	0260	VERDUZZO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
B004A	ELEPHANT 24 bt 33cl	0440	CARLSBERG	0701	CARLSBERG	1008	ELEPHANT	9003	CI-SPECIALTIES	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	221	BIRRA CONF. CI	220	BIRRA CARLSBERG CF	0052	DANESI
B01BE	CORONA EXTRA 24 bt 35.5x6	0440	CARLSBERG	0058	CORONA	0053	CORONA	0144	LAGER	0003	VAP	0095	CL  35,5	160	Vap	200	BIRRA	22A	BIRRA CONF. CI	220	BIRRA CORONA CF (CI)	0040	ALTRE EXTRA-EUR
B033A	CARLSBERG LAT 33 x24	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0006	CAN	0072	CL  33	180	Lattina	200	BIRRA	221	BIRRA CONF. CI	220	BIRRA CARLSBERG CF	0052	DANESI
B034A	CARLSBERG 24 bt 33cl	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	221	BIRRA CONF. CI	220	BIRRA CARLSBERG CF	0052	DANESI
B035A	CARLSBERG 15 bt 66cl	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0003	VAP	0016	CL  66	160	Vap	200	BIRRA	221	BIRRA CONF. CI	220	BIRRA CARLSBERG CF	0052	DANESI
B036A	CARLSBERG fusto 25L	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0007	FUSTO	0013	LT   25	220	Fusto	200	BIRRA	231	BIRRA FS GRUPPO CI	230	BIRRA CARLSBERG FS	0052	DANESI
B03DA	BAP 4 Luppoli Lager 24 bt 33clx3	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B03EA	BAP 4 Luppoli Lager 15 bt 66cl	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0003	VAP	0016	CL  66	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B03GA	BAP 4 Luppoli Originale fusto 25L	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0007	FUSTO	0013	LT   25	220	Fusto	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B03JA	BAP 3 Luppoli 24 lattina 33cl	0440	CARLSBERG	1077	BAP	1043	BAP 3	9001	CI-LAGER	0006	CAN	0072	CL  33	180	Lattina	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B03KA	BAP 3 Luppoli 24 bt 33cl	0440	CARLSBERG	1077	BAP	1043	BAP 3	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B03MA	BAP 3 Luppoli 15 bt 66cl	0440	CARLSBERG	1077	BAP	1043	BAP 3	9001	CI-LAGER	0003	VAP	0016	CL  66	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B03TA	TUBORG 24 lattina 33cl	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0006	CAN	0072	CL  33	180	Lattina	200	BIRRA	222	BIRRA CONF. CI	220	BIRRA TUBORG CF	0052	DANESI
B03UA	TUBORG 24 bt 33clx3	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	222	BIRRA CONF. CI	220	BIRRA TUBORG CF	0052	DANESI
B03WA	TUBORG 24 lattina 50cl	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0006	CAN	0017	CL  50	180	Lattina	200	BIRRA	222	BIRRA CONF. CI	220	BIRRA TUBORG CF	0052	DANESI
B03XA	TUBORG 15 bt 66cl	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0003	VAP	0016	CL  66	160	Vap	200	BIRRA	222	BIRRA CONF. CI	220	BIRRA TUBORG CF	0052	DANESI
B03YA	TUBORG FLEX 20 fusto 20L	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0015	FLEX 20	0008	LT   20	221	Fusto Draught Master	200	BIRRA	232	BIRRA FS GRUPPO CI	230	BIRRA TUBORG FS	0052	DANESI
B03ZA	TUBORG fusto 25L	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0007	FUSTO	0013	LT   25	220	Fusto	200	BIRRA	232	BIRRA FS GRUPPO CI	230	BIRRA TUBORG FS	0052	DANESI
B040A	TUBORG TANK 500 LT	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0005	TANK	0065	LT  500	230	Tank	200	BIRRA	232	BIRRA FS GRUPPO CI	230	BIRRA TUBORG FS	0052	DANESI
B041A	TUBORG TANK 1000 LT	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0005	TANK	0014	LT 1000	230	Tank	200	BIRRA	232	BIRRA FS GRUPPO CI	230	BIRRA TUBORG FS	0052	DANESI
B0GPA	BAP 6 Luppoli Bock Rossa 24 bt 33cl x3	0440	CARLSBERG	1077	BAP	1046	BAP 6	9003	CI-SPECIALTIES	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B0GQA	BAP 6 Luppoli Bock Rossa fusto 25L	0440	CARLSBERG	1077	BAP	1046	BAP 6	9003	CI-SPECIALTIES	0007	FUSTO	0013	LT   25	220	Fusto	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B0KSA	TUCHER HEFEWEIZEN 20 bt 50cl	0440	CARLSBERG	0237	TUCHER	1025	TUCHER WEIZEN	9001	CI-LAGER	0003	VAP	0017	CL  50	160	Vap	200	BIRRA	228	BIRRA CONF. CI	220	BIRRA TUCHER CF	0053	TEDESCHE
B0P0A	FELDSCHLOSSCHEN 10 bt 33cl	0440	CARLSBERG	0481	FELDSCHLOSSCHEN	0463	FELDSCHLOSSCHEN	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	224	BIRRA CONF. CI	220	BIRRE SPECIALI CI CF	0026	ALTRE EUROPA
B9GLF	BAP 3 Luppoli 24 lattina 50cl	0440	CARLSBERG	1077	BAP	1043	BAP 3	9001	CI-LAGER	0006	CAN	0017	CL  50	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9GLH	KRONENBOURG 1664 SELECT 10 fusto 10L	0440	CARLSBERG	0685	KRONENBOURG	0656	KRONENBOURG	9001	CI-LAGER	0010	SEL 10	0021	LT   10	222	SEL 10	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0052	DANESI
B9GLI	GRIMBERGEN BLANCHE 24 bt 33cl	0440	CARLSBERG	0828	GRIMBERGEN	0760	GRIMBERGEN BLANCHE	9002	CI-CRAFT	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	225	BIRRA CONF. CI	220	BIRRA GRIMBERGEN CF	0016	BELGHE
B9GLL	KRONENBOURG 1664 FLEX 20 fusto 20L	0440	CARLSBERG	0685	KRONENBOURG	0656	KRONENBOURG	9001	CI-LAGER	0015	FLEX 20	0008	LT   20	221	Fusto Draught Master	200	BIRRA	232	BIRRA FS GRUPPO CI	230	BIRRA TUBORG FS	0007	FRANCIA
B9GLM	BAP 4 Luppoli Lager SELECT 10 fs 10L	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0010	SEL 10	0021	LT   10	222	SEL 10	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9GLP	GRIMBERGEN DOUBLE 24 bt 33cl	0440	CARLSBERG	0828	GRIMBERGEN	0830	GRIMBERGEN DOUBLE	9002	CI-CRAFT	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	225	BIRRA CONF. CI	220	BIRRA GRIMBERGEN CF	0016	BELGHE
B9GLQ	GRIMBERGEN BLONDE 24 bt 33cl	0440	CARLSBERG	0828	GRIMBERGEN	0804	GRIMBERGEN BLONDE	9002	CI-CRAFT	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	225	BIRRA CONF. CI	220	BIRRA GRIMBERGEN CF	0016	BELGHE
B9GLR	TUCHER PILSNER MODULAR 20 fusto 20L	0440	CARLSBERG	0237	TUCHER	1030	TUCHER PILSENER	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	237	BIRRA FS GRUPPO CI	230	BIRRA TUCHER FS	0053	TEDESCHE
B9GLS	TUCHER UBERSEE MODULAR 20 fusto 20L	0440	CARLSBERG	0237	TUCHER	1029	TUCHER UBERSEE	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	237	BIRRA FS GRUPPO CI	230	BIRRA TUCHER FS	0053	TEDESCHE
B9GLT	BAP CHIARA ORIGINALE TANK 1000 LT	0440	CARLSBERG	1077	BAP	0825	BAP	9001	CI-LAGER	0005	TANK	0014	LT 1000	230	Tank	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9GLU	BAP CHIARA ORIGINALE TANK 500 LT	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0005	TANK	0065	LT  500	230	Tank	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9HAB	TUCHER KELLER 20 bt 50cl	0440	CARLSBERG	0237	TUCHER	1028	TUCHER KELLER	9001	CI-LAGER	0003	VAP	0017	CL  50	160	Vap	200	BIRRA	228	BIRRA CONF. CI	220	BIRRA TUCHER CF	0053	TEDESCHE
B9HAJ	BAP 7 Luppoli L'Estiva  24 bt 33cl	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9HAK	BAP 7 Luppoli L'Estiva MODULAR 20 fs 20L	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9HAP	BAP 7 Luppoli L'Estiva SELECT 10 fs 10L	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0010	SEL 10	0021	LT   10	222	SEL 10	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9HAQ	BAP 7 Luppoli NON FILTRATA SELECT 10 fs	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0010	SEL 10	0021	LT   10	222	SEL 10	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9HAR	CARLSBERG FLEX 20 FUSTO 20L	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0015	FLEX 20	0008	LT   20	221	Fusto Draught Master	200	BIRRA	231	BIRRA FS GRUPPO CI	230	BIRRA CARLSBERG FS	0052	DANESI
B9HAT	ANGELO PALE ALE 6 bt 75cl	0440	CARLSBERG	1077	BAP	1038	BAP ANGELO	9002	CI-CRAFT	0003	VAP	0053	CL  75	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9HAU	ANGELO BROWN ALE BOTTIGLIE 6 bt 075cl	0440	CARLSBERG	1077	BAP	1038	BAP ANGELO	9002	CI-CRAFT	0003	VAP	0053	CL  75	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9HAV	ANGELO PALE ALE SELECT 10 fusto 10L	0440	CARLSBERG	1077	BAP	1038	BAP ANGELO	9002	CI-CRAFT	0010	SEL 10	0021	LT   10	222	SEL 10	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9HAW	ANGELO PALE ALE MODULAR 20 fusto 20L	0440	CARLSBERG	1077	BAP	1038	BAP ANGELO	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9HAY	ANGELO BROWN ALE MODULAR 20 fusto 20L	0440	CARLSBERG	1077	BAP	1038	BAP ANGELO	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9KMA	BROOKLYN EIPA 24 bt 35,5cl	0440	CARLSBERG	0059	BROOKLYN	1066	Brooklyn Lager	9002	CI-CRAFT	0003	VAP	0095	CL  35,5	160	Vap	200	BIRRA	229	BIRRA CONF. CI	220	BIRRA BROOKLYN CF	0074	USA
B9KPA	BAP 4 Luppoli Lager FLEX 20 fS 20L	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0015	FLEX 20	0008	LT   20	221	Fusto Draught Master	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9KXA	KRONENBOURG 1664 15 bt 66cl	0440	CARLSBERG	0685	KRONENBOURG	0656	KRONENBOURG	9001	CI-LAGER	0003	VAP	0016	CL  66	160	Vap	200	BIRRA	224	BIRRA CONF. CI	220	BIRRE SPECIALI CI CF	0046	FRANCESI
B9LKA	TUBORG MODULAR 20 fusto 20L	0440	CARLSBERG	0647	TUBORG	0620	TUBORG	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	232	BIRRA FS GRUPPO CI	230	BIRRA TUBORG FS	0052	DANESI
B9LMA	BAP 3 Luppoli 24 bt 33clx3	0440	CARLSBERG	1077	BAP	1043	BAP 3	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9LNA	BAP 3 Luppoli 24 bt 33clx6	0440	CARLSBERG	1077	BAP	1043	BAP 3	0105	PILS	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9LOA	CARLSBERG TANK 500 LT	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	0144	LAGER	0005	TANK	0065	LT  500	230	Tank	200	BIRRA	231	BIRRA FS GRUPPO CI	230	BIRRA CARLSBERG FS	0052	DANESI
B9LOP	CARLSBERG SPECIAL BREW MODULAR 20 fs 20L	0440	CARLSBERG	0701	CARLSBERG	0995	SPECIAL BREW	9003	CI-SPECIALTIES	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	231	BIRRA FS GRUPPO CI	230	BIRRA CARLSBERG FS	0052	DANESI
B9LOZ	CARLSBERG ELEPHANT MODULAR 20 fusto 20L	0440	CARLSBERG	0701	CARLSBERG	1008	ELEPHANT	9003	CI-SPECIALTIES	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	231	BIRRA FS GRUPPO CI	230	BIRRA CARLSBERG FS	0052	DANESI
B9LRA	GRIMBERGEN DOUBLE MODULAR 20 fusto 20L	0440	CARLSBERG	0828	GRIMBERGEN	0830	GRIMBERGEN DOUBLE	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	235	BIRRA FS GRUPPO CI	230	BIRRA GRIMBERGEN FS	0016	BELGHE
B9LRE	BAP 5 Luppoli Bock Chiara MODULAR 20 fs	0440	CARLSBERG	1077	BAP	1045	BAP 5	9003	CI-SPECIALTIES	0016	MOD 20	0008	LT   20	227	Fs ACEII Birra Spec.	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9LRI	GRIMBERGEN BLANCHE MODULAR 20 fusto 20L	0440	CARLSBERG	0828	GRIMBERGEN	0760	GRIMBERGEN BLANCHE	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	235	BIRRA FS GRUPPO CI	230	BIRRA GRIMBERGEN FS	0016	BELGHE
B9LRO	BAP 4 Luppoli Lager MODULAR 20 fs 20	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9LRU	GRIMBERGEN BLONDE MODULAR 20 fusto 20L	0440	CARLSBERG	0828	GRIMBERGEN	0804	GRIMBERGEN BLONDE	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	235	BIRRA FS GRUPPO CI	230	BIRRA GRIMBERGEN FS	0016	BELGHE
B9LZA	BAP 6 Luppoli Bock Rossa MODULAR 20 fs	0440	CARLSBERG	1077	BAP	1046	BAP 6	9003	CI-SPECIALTIES	0016	MOD 20	0008	LT   20	227	Fs ACEII Birra Spec.	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9LZE	KRONENBOURG 1664 MODULAR 20 fusto 20L	0440	CARLSBERG	0685	KRONENBOURG	0656	KRONENBOURG	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	234	BIRRA FS GRUPPO CI	230	BIRRE SPECIALI FS CI	0046	FRANCESI
B9LZI	CARLSBERG MODULAR 20 fusto 20L	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	231	BIRRA FS GRUPPO CI	230	BIRRA CARLSBERG FS	0052	DANESI
B9LZO	TUCHER WEIZEN MODULAR 20 fusto 20L	0440	CARLSBERG	0237	TUCHER	1025	TUCHER WEIZEN	9001	CI-LAGER	0016	MOD 20	0008	LT   20	225	Fs ACEII Birra Lager	200	BIRRA	237	BIRRA FS GRUPPO CI	230	BIRRA TUCHER FS	0053	TEDESCHE
B9UCA	CARLSBERG 24 bt 33clx3	0440	CARLSBERG	0701	CARLSBERG	0672	CARLSBERG	9001	CI-LAGER	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	221	BIRRA CONF. CI	220	BIRRA CARLSBERG CF	0052	DANESI
B9VBB	PL MONTES FILUFERRU 70x1	0529	RAU	1054	MONTES	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
B9VBC	PL MONTES LIMONCELLO 70x1	059	CONCILIO SPA	1054	MONTES	0853	PRIVATE LABEL	0200	LIMONCINO	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	522	SPIRITS PL	520	LIMONCINI	0044	varie
B9VBD	PL MONTES MIRTO R SARD IG 70x1	0529	RAU	1054	MONTES	0853	PRIVATE LABEL	0087	LIQUORE DOLCE	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	52F	SPIRITS PL	520	LIQUORI ALTRI	0044	varie
B9VBE	BAP 7 Luppoli NON FILTRATA 24bt 33cl	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
B9VBF	BAP 7 NON FILT INV MODULAR 20 fusto 20 L	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0016	MOD 20	0008	LT   20	228	Fs ACEII Birra Craft	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9VBH	BAP 7 La Fiorita 24bt 33clx3	0440	CARLSBERG	1077	BAP	1047	BAP 7	9002	CI-CRAFT	0003	VAP	0072	CL  33	160	Vap	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
